NAME,STATE,CITY,COUNTY,WEBSITE,TOT_ENROLL,NAICS_DESC,TELEPHONE
UNIVERSITY OF BALTIMORE,MD,BALTIMORE,BALTIMORE CITY,www.ubalt.edu/,4169,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(410) 837-4200
CLEVELAND STATE UNIVERSITY,OH,CLEVELAND,CUYAHOGA,www.csuohio.edu/,15247,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(216) 687-2000
CROWLEY'S RIDGE COLLEGE,AR,PARAGOULD,GREENE,www.crc.edu/,192,JUNIOR COLLEGES,(870) 236-6901
CALIFORNIA COLLEGE OF THE ARTS,CA,SAN FRANCISCO,SAN FRANCISCO,www.cca.edu/,1612,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(510) 594-3600
CET-SAN JOSE,CA,SAN JOSE,SANTA CLARA,https://cetweb.edu/,171,OTHER TECHNICAL AND TRADE SCHOOLS,(408) 287-7924
ASM BEAUTY WORLD ACADEMY,FL,HOLLYWOOD,BROWARD,asm.edu/,-999,COSMETOLOGY AND BARBER SCHOOLS,(954) 985-2880
ASIAN-AMERICAN INTERNATIONAL BEAUTY COLLEGE,CA,WESTMINSTER,ORANGE,www.aabeautycollege.com/,420,COSMETOLOGY AND BARBER SCHOOLS,(714) 891-0508
TENNESSEE SCHOOL OF BEAUTY OF KNOXVILLE INC,TN,KNOXVILLE,KNOX,www.tennesseeschoolofbeauty.edu/,290,COSMETOLOGY AND BARBER SCHOOLS,(865) 588-7878
NORTHWEST COLLEGE-BEAVERTON,OR,BEAVERTON,WASHINGTON,www.nwcollege.edu/,82,COSMETOLOGY AND BARBER SCHOOLS,(503) 649-1388
OAKLAND CITY UNIVERSITY,IN,OAKLAND CITY,GIBSON,www.oak.edu/,1241,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(800) 737-5125
MILLENNIA ATLANTIC UNIVERSITY,FL,DORAL,MIAMI-DADE,www.maufl.edu/,196,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(786) 331-1000
THE SALON PROFESSIONAL ACADEMY-FARGO,ND,FARGO,CASS,www.tspafargo.com/,152,COSMETOLOGY AND BARBER SCHOOLS,(701) 451-9100
MADISONVILLE COMMUNITY COLLEGE,KY,MADISONVILLE,HOPKINS,https://madisonville.kctcs.edu/,3104,JUNIOR COLLEGES,(270) 821-2250
NATIONAL UNIVERSITY OF HEALTH SCIENCES,IL,LOMBARD,DUPAGE,https://www.nuhs.edu/,529,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(630) 629-2000
TIDEWATER TECH-TRADES,VA,NORFOLK,NORFOLK CITY,www.tidewatertechtrades.edu/,436,OTHER TECHNICAL AND TRADE SCHOOLS,(757) 858-8324
WAYNESVILLE CAREER CENTER,MO,WAYNESVILLE,PULASKI,www.waynesville.k12.mo.us/Domain/9,30,OTHER TECHNICAL AND TRADE SCHOOLS,(573) 842-2500
DELTA BEAUTY COLLEGE,MS,GREENVILLE,WASHINGTON,deltabeautyschool.com/,4,COSMETOLOGY AND BARBER SCHOOLS,(662) 332-0587
TAYLOR ANDREWS ACADEMY-ST GEORGE,UT,ST. GEORGE,WASHINGTON,www.taylorandrewstgeorge.com/,167,COSMETOLOGY AND BARBER SCHOOLS,(435) 673-8150
EASTWICK COLLEGE-RAMSEY,NJ,RAMSEY,BERGEN,www.eastwickcollege.edu/,781,JUNIOR COLLEGES,(201) 327-8877
ST. JOSEPH'S COLLEGE OF NURSING,NY,SYRACUSE,ONONDAGA,https://www.sjhcon.edu/,383,JUNIOR COLLEGES,(315) 448-5040
PIMA MEDICAL INSTITUTE-DENVER,CO,DENVER,ADAMS,pmi.edu/,721,JUNIOR COLLEGES,(303) 426-1800
BOCA BEAUTY ACADEMY,FL,BOCA RATON,PALM BEACH,www.bocabeautyacademy.edu/,157,COSMETOLOGY AND BARBER SCHOOLS,(561) 487-1191 EXT 202
WAYNE FINGER LAKES BOCES-PRACTICAL NURSING PROGRAM,NY,NEWARK,WAYNE,https://www.wflboces.org/,143,OTHER TECHNICAL AND TRADE SCHOOLS,(315) 332-7374
ALTIERUS CAREER COLLEGE-TAMPA,FL,TAMPA,HILLSBOROUGH,https://www.altierus.edu/,397,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(813) 879-6000
FLORIDA GULF COAST UNIVERSITY,FL,FORT MYERS,LEE,www.fgcu.edu/,15358,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(239) 590-1000
ECLIPS SCHOOL OF COSMETOLOGY AND BARBERING,MO,OVERLAND,ST. LOUIS,NOT AVAILABLE,-999,COSMETOLOGY AND BARBER SCHOOLS,NOT AVAILABLE
NORTHSHORE TECHNICAL COMMUNITY COLLEGE,LA,LACOMBE,ST. TAMMANY,northshorecollege.edu/,3552,JUNIOR COLLEGES,(985) 545-1500
THE SANTA BARBARA AND VENTURA COLLEGES OF LAW AT VENTURA,CA,VENTURA,VENTURA,https://www.collegesoflaw.edu/,230,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(805) 765-9300
PHAGANS SCHOOL OF BEAUTY,OR,SALEM,MARION,www.phagans-schools.com/,50,COSMETOLOGY AND BARBER SCHOOLS,(503) 363-6800
NOTRE DAME OF MARYLAND UNIVERSITY,MD,BALTIMORE,BALTIMORE CITY,www.ndm.edu/,2233,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(410) 435-0100
CARRINGTON COLLEGE-TUCSON,AZ,TUCSON,PIMA,https://carrington.edu/,346,JUNIOR COLLEGES,(520) 368-3028
TEXAS COLLEGE,TX,TYLER,SMITH,www.texascollege.edu/,764,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(903) 593-8311 EXT 2297
HERZING UNIVERSITY-MADISON,WI,MADISON,DANE,https://www.herzing.edu/,2392,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(800) 582-1227
PHILLIPS SCHOOL OF NURSING AT MOUNT SINAI BETH ISRAEL,NY,NEW YORK,NEW YORK,www.pson.edu/,254,JUNIOR COLLEGES,(212) 614-6114
INTER AMERICAN UNIVERSITY OF PUERTO RICO-FAJARDO,PR,FAJARDO,FAJARDO,www.fajardo.inter.edu/,1609,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(787) 863-2390
PURDUE UNIVERSITY-MAIN CAMPUS,IN,WEST LAFAYETTE,TIPPECANOE,https://www.purdue.edu/,46655,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(765) 494-4600
ARIZONA CULINARY INSTITUTE,AZ,SCOTTSDALE,MARICOPA,www.azculinary.edu/,125,OTHER TECHNICAL AND TRADE SCHOOLS,(480) 603-1066
UNIVERSITY OF ALABAMA AT BIRMINGHAM,AL,BIRMINGHAM,JEFFERSON,https://www.uab.edu/,22563,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(205) 934-4011
SIENA COLLEGE,NY,LOUDONVILLE,ALBANY,https://www.siena.edu/,3425,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(518) 783-2300
PENNSYLVANIA COLLEGE OF HEALTH SCIENCES,PA,LANCASTER,LANCASTER,https://www.pacollege.edu/,2011,JUNIOR COLLEGES,(800) 622-5443
EMPIRE BEAUTY SCHOOL-WEST MIFFLIN,PA,WEST MIFFLIN,ALLEGHENY,www.empire.edu/,78,COSMETOLOGY AND BARBER SCHOOLS,(800) 920-4593
CALC INSTITUTE OF TECHNOLOGY,IL,ALTON,MADISON,calc.edu/,99,OTHER TECHNICAL AND TRADE SCHOOLS,(618) 474-0616
UNIVERSITY OF AKRON WAYNE COLLEGE,OH,ORRVILLE,WAYNE,https://wayne.uakron.edu/,1658,JUNIOR COLLEGES,(800) 221-8308
PENNSYLVANIA STATE UNIVERSITY-PENN STATE FAYETTE- EBERLY,PA,LEMONT FURNACE,FAYETTE,fayette.psu.edu/,-999,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(724) 430-4100
GRAYS HARBOR COLLEGE,WA,ABERDEEN,GRAYS HARBOR,www.ghc.edu/,1553,JUNIOR COLLEGES,(360) 532-9020
GREEN RIVER COLLEGE,WA,AUBURN,KING,www.greenriver.edu/,7493,JUNIOR COLLEGES,(253) 833-9111
LINFIELD UNIVERSITY-MCMINNVILLE CAMPUS,OR,MCMINNVILLE,YAMHILL,https://www.linfield.edu/,1392,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(503) 883-2200
TEXAS STATE UNIVERSITY,TX,SAN MARCOS,HAYS,www.txstate.edu/,37812,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(512) 245-2111
GEORGIA SOUTHERN UNIVERSITY,GA,STATESBORO,BULLOCH,www.georgiasouthern.edu/,26949,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(912) 478-5391
RADFORD UNIVERSITY-CARILION,VA,ROANOKE,ROANOKE CITY,https://www.radford.edu/content/ruc/home.html,-999,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(888) 985-8483
WEST VIRGINIA STATE UNIVERSITY,WV,INSTITUTE,KANAWHA,www.wvstateu.edu/,3638,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(304) 766-3000
SOUTHERN CAREERS INSTITUTE-PHARR,TX,PHARR,HIDALGO,www.scitexas.edu/,698,OTHER TECHNICAL AND TRADE SCHOOLS,(512) 437-7500
ARKANSAS BEAUTY SCHOOL-LITTLE ROCK,AR,LITTLE ROCK,PULASKI,arkbeautyschool.com/,15,COSMETOLOGY AND BARBER SCHOOLS,(501) 562-5673
LIFE UNIVERSITY,GA,MARIETTA,COBB,www.life.edu/,2761,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(800) 543-3202
COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,NY,NEW YORK,NEW YORK,www.columbia.edu/,30135,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(212) 854-1754
SAN DIEGO STATE UNIVERSITY,CA,SAN DIEGO,SAN DIEGO,www.sdsu.edu/,36334,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(619) 594-5200
STARR KING SCHOOL FOR THE MINISTRY,CA,OAKLAND,ALAMEDA,www.sksm.edu/,87,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(510) 845-6232
JOHNSON & WALES UNIVERSITY-DENVER,CO,DENVER,DENVER,https://www.jwu.edu/campuses/denver/index.html,397,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(303) 256-9300
UNIVERSITY OF NORTHERN IOWA,IA,CEDAR FALLS,BLACK HAWK,www.uni.edu/,9507,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(319) 273-2311
UNIVERSITY OF MINNESOTA-CROOKSTON,MN,CROOKSTON,POLK,https://www.crk.umn.edu/,2530,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(800) 862-6466
MOUNTAIN VIEW COLLEGE,TX,DALLAS,DALLAS,NOT AVAILABLE,-999,JUNIOR COLLEGES,NOT AVAILABLE
BRADLEY UNIVERSITY,IL,PEORIA,PEORIA,www.bradley.edu/,5855,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(309) 676-7611
CAMPBELL UNIVERSITY,NC,BUIES CREEK,HARNETT,https://www.campbell.edu/,5964,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(800) 334-4111
CEM COLLEGE-HUMACAO,PR,HUMACAO,HUMACAO,https://www.cemcollege.edu/cem/,177,JUNIOR COLLEGES,(787) 850-8333
COLUMBIA CENTRAL UNIVERSITY-YAUCO,PR,YAUCO,YAUCO,www.columbiacentral.edu/,168,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(787) 856-0845
SOUTHERN TECHNICAL COLLEGE,FL,ORLANDO,ORANGE,www.southerntech.edu/,1712,JUNIOR COLLEGES,(407) 671-9922
TRENDSETTERS SCHOOL OF BEAUTY & BARBERING,FL,JACKSONVILLE,DUVAL,trendsettersjax.com/,29,COSMETOLOGY AND BARBER SCHOOLS,(904) 388-4606
SAN JUAN BAUTISTA SCHOOL OF MEDICINE,PR,CAGUAS,CAGUAS,www.sanjuanbautista.edu/,344,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(787) 743-3038 EXT 254
GOSHEN COLLEGE,IN,GOSHEN,ELKHART,www.goshen.edu/,899,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(574) 535-7000
EMPIRE BEAUTY SCHOOL-FLORENCE,KY,FLORENCE,BOONE,www.empire.edu/,104,COSMETOLOGY AND BARBER SCHOOLS,(800) 920-4593
EASTERN KENTUCKY UNIVERSITY,KY,RICHMOND,MADISON,www.eku.edu/,14465,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(859) 622-1000
NEW DIMENSIONS SCHOOL OF HAIR DESIGN,MO,JOPLIN,JASPER,newdimensionsschoolofhairdesign.com/,29,COSMETOLOGY AND BARBER SCHOOLS,(417) 782-2875
HEADMASTERS SCHOOL OF HAIR DESIGN,ID,LEWISTON,NEZ PERCE,https://headmasters.edu/,62,COSMETOLOGY AND BARBER SCHOOLS,(208) 743-1512
HUDSON COUNTY COMMUNITY COLLEGE,NJ,JERSEY CITY,HUDSON,www.hccc.edu/,7039,JUNIOR COLLEGES,(201) 714-7100
CAPRI INSTITUTE OF HAIR DESIGN-CLIFTON,NJ,CLIFTON,PASSAIC,www.capriinstitute.com/,236,COSMETOLOGY AND BARBER SCHOOLS,(201) 577-4718
HAWAII PACIFIC UNIVERSITY,HI,HONOLULU,HONOLULU,https://www.hpu.edu/,4243,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(808) 544-0200
MONMOUTH UNIVERSITY,NJ,WEST LONG BRANCH,MONMOUTH,https://www.monmouth.edu/,5674,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(732) 571-3400
YESHIVA KOLLEL TIFERETH ELIZER,NY,BROOKLYN,KINGS,https://www.yeshivakolleltiferethelizer.com/,171,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(929) 222-8090
CENTRALIA BEAUTY COLLEGE,WA,CENTRALIA,LEWIS,www.centraliabeautycollege.com/,26,COSMETOLOGY AND BARBER SCHOOLS,(360) 736-2866
SEMINARY BNOS CHAIM,NJ,LAKEWOOD,OCEAN,www.seminarybnoschaim.com/,218,JUNIOR COLLEGES,(732) 730-7589
INDEPENDENT TRAINING & APPRENTICESHIP PROGRAM,CA,SACRAMENTO,SACRAMENTO,www.i-tap.com/,36,OTHER TECHNICAL AND TRADE SCHOOLS,(916) 332-3332
GOULD'S ACADEMY,TN,BARTLETT,SHELBY,gouldsacademy.com/,130,OTHER TECHNICAL AND TRADE SCHOOLS,(901) 842-1772
YESHIVAT HECHAL SHEMUEL,NY,BROOKLYN,KINGS,hechalshemuel.com/,70,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(718) 336-2702
NUC UNIVERSITY - IBC INSTITUTE - ESCORIAL,PR,SAN JUAN,SAN JUAN,NOT AVAILABLE,-999,OTHER TECHNICAL AND TRADE SCHOOLS,NOT AVAILABLE
THE PENNSYLVANIA STATE UNIVERSITY,PA,UNIVERSITY PARK,CENTRE,https://www.psu.edu/,89816,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(814) 865-4700
DIGITAL FILM ACADEMY - ATLANTA,GA,ATLANTA,FULTON,NOT AVAILABLE,-999,OTHER TECHNICAL AND TRADE SCHOOLS,NOT AVAILABLE
CENTRAL PENNSYLVANIA DIESEL INSTITUTE,PA,LIVERPOOL,PERRY,www.cpdiesel.com,16,OTHER TECHNICAL AND TRADE SCHOOLS,(717) 444-3134
UNIVERSAL TRAINING INSTITUTE,NJ,PERTH AMBOY,MIDDLESEX,www.universaluti.edu/,176,OTHER TECHNICAL AND TRADE SCHOOLS,(732) 826-0155 EXT 106
FLORIDA CAREER COLLEGE-JACKSONVILLE,FL,JACKSONVILLE,DUVAL,https://www.floridacareercollege.edu/,684,JUNIOR COLLEGES,(904) 418-5201
SEWARD COUNTY COMMUNITY COLLEGE,KS,LIBERAL,SEWARD,www.sccc.edu/,1580,JUNIOR COLLEGES,(620) 624-1951
STERLING COLLEGE,KS,STERLING,RICE,www.sterling.edu/,678,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(620) 278-2173
FLORIDA INTERNATIONAL UNIVERSITY,FL,MIAMI,MIAMI-DADE,www.fiu.edu/,58836,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(305) 348-2000
IOWA CENTRAL COMMUNITY COLLEGE,IA,FORT DODGE,WEBSTER,www.iowacentral.edu/,4704,JUNIOR COLLEGES,(515) 576-7201 EXT 1148
MARTINSBURG COLLEGE,WV,MARTINSBURG,BERKELEY,www.martinsburgcollege.edu/,1691,JUNIOR COLLEGES,(917) 613-8499
TEXTURES INSTITUTE OF COSMETOLOGY,IN,INDIANAPOLIS,MARION,texturesinstitute.org/,25,COSMETOLOGY AND BARBER SCHOOLS,(317) 824-1400
CALIFORNIA HEALTH SCIENCES UNIVERSITY,CA,CLOVIS,FRESNO,https://chsu.edu/,243,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(559) 325-3600
UNIVERSITY OF MINNESOTA-DULUTH,MN,DULUTH,ST. LOUIS,https://www.d.umn.edu/,10275,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(218) 726-8000
NORTHWEST TECHNOLOGY CENTER-ALVA,OK,ALVA,WOODS,https://nwtech.edu/,260,OTHER TECHNICAL AND TRADE SCHOOLS,(580) 327-0344
TONI & GUY HAIRDRESSING ACADEMY-PLANO,TX,PLANO,COLLIN,https://www.toniguy.edu/,147,COSMETOLOGY AND BARBER SCHOOLS,(972) 416-8396
OREGON HEALTH & SCIENCE UNIVERSITY,OR,PORTLAND,MULTNOMAH,www.ohsu.edu/,3035,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(503) 494-7800
PHAGANS SCHOOL OF HAIR DESIGN,OR,HAPPY VALLEY,CLACKAMAS,www.phagans.com/,154,COSMETOLOGY AND BARBER SCHOOLS,(503) 652-2668 EXT 650
UNIVERSAL TECHNICAL INSTITUTE OF TEXAS INC.,TX,HOUSTON,HARRIS,www.uti.edu/,1602,OTHER TECHNICAL AND TRADE SCHOOLS,(800) 510-5072
THE BEAUTY INSTITUTE-AMBLER,PA,AMBLER,MONTGOMERY,ambler.thebeautyinstituteskp.edu/,141,COSMETOLOGY AND BARBER SCHOOLS,(732) 320-2194 EXT 90890
ELIZABETHTOWN COLLEGE,PA,ELIZABETHTOWN,LANCASTER,www.etown.edu/,1881,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(717) 361-1000
SOUTH PIEDMONT COMMUNITY COLLEGE,NC,POLKTON,ANSON,https://www.spcc.edu/,3019,JUNIOR COLLEGES,(704) 272-5300
FAYETTEVILLE TECHNICAL COMMUNITY COLLEGE,NC,FAYETTEVILLE,CUMBERLAND,https://www.faytechcc.edu/,10932,JUNIOR COLLEGES,(910) 678-8400
UNIVERSITY OF OKLAHOMA-HEALTH SCIENCES CENTER,OK,OKLAHOMA CITY,OKLAHOMA,ouhsc.edu/,3116,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(405) 271-2332
YALE UNIVERSITY,CT,NEW HAVEN,NEW HAVEN,https://www.yale.edu/,12060,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(203) 432-4771
WEST COAST UNIVERSITY-ONTARIO,CA,ONTARIO,SAN BERNARDINO,westcoastuniversity.edu/,2408,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(909) 467-6100
FRED K MARCHMAN TECHNICAL COLLEGE,FL,NEW PORT RICHEY,PASCO,mtec.pasco.k12.fl.us/,217,OTHER TECHNICAL AND TRADE SCHOOLS,(727) 774-1700
MIDDLE TENNESSEE SCHOOL OF ANESTHESIA INC,TN,MADISON,DAVIDSON,www.mtsa.edu/,229,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(615) 732-7670
GWYNEDD MERCY UNIVERSITY,PA,GWYNEDD VALLEY,MONTGOMERY,https://www.gmercyu.edu/,2737,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(215) 646-7300
NORTHEAST TECHNOLOGY CENTER,OK,PRYOR,MAYES,www.netech.edu/,1331,EDUCATIONAL SUPPORT SERVICES,(918) 825-7040
UNIVERSITY OF SOUTH CAROLINA-SALKEHATCHIE,SC,ALLENDALE,ALLENDALE,uscsalkehatchie.sc.edu/,878,JUNIOR COLLEGES,(800) 922-5500
INTERNATIONAL CULINARY ARTS AND SCIENCES INSTITUTE,OH,CHESTERLAND,GEAUGA,www.icasi.net/,30,FINE ARTS SCHOOLS,(440) 729-7340
CANADIAN VALLEY TECHNOLOGY CENTER,OK,EL RENO,CANADIAN,www.cvtech.edu/,1555,OTHER TECHNICAL AND TRADE SCHOOLS,(405) 262-2629
ORION INSTITUTE,OH,PERRYSBURG,WOOD,www.orion.edu/,99,FINE ARTS SCHOOLS,(419) 874-4496
"SPRINGFIELD COLLEGE-REGIONAL, ONLINE, AND CONTINUING EDUCATION",MA,SPRINGFIELD,HAMPDEN,https://springfield.edu/regional-and-online,609,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(413) 748-3204
PAYNE THEOLOGICAL SEMINARY,OH,WILBERFORCE,GREENE,www.payne.edu/,177,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(937) 376-2946
PIEDMONT UNIVERSITY,GA,DEMOREST,HABERSHAM,https://www.piedmont.edu/,2350,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(706) 778-3000
FUTURE GENERATIONS UNIVERSITY,WV,FRANKLIN,PENDLETON,www.future.edu/,41,OTHER TECHNICAL AND TRADE SCHOOLS,(304) 358-2000
SOTHEBY'S INSTITUTE OF ART-NY,NY,NEW YORK,NEW YORK,www.sothebysinstitute.com/Programmes/PNewyork.aspx,135,FINE ARTS SCHOOLS,(212) 517-3929
OHIO UNIVERSITY-ZANESVILLE CAMPUS,OH,ZANESVILLE,MUSKINGUM,https://www.ohio.edu/zanesville/,2097,JUNIOR COLLEGES,(740) 453-0762
ALLEN UNIVERSITY,SC,COLUMBIA,RICHLAND,www.allenuniversity.edu/,705,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(803) 376-5700
DEVRY UNIVERSITY-MISSOURI,MO,KANSAS CITY,JACKSON,https://www.devry.edu/,49,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(816) 943-7300
DELTA COLLEGE-SLIDELL CAMPUS,LA,SLIDELL,ST. TAMMANY,deltacollege.com/,146,OTHER TECHNICAL AND TRADE SCHOOLS,(985) 643-7730
SOUTHWEST TECHNOLOGY CENTER,OK,ALTUS,JACKSON,www.swtech.edu/,332,OTHER TECHNICAL AND TRADE SCHOOLS,(580) 477-2250
THE SALON PROFESSIONAL ACADEMY-SAN JOSE,CA,SAN JOSE,SANTA CLARA,www.tspasanjose.com/,203,COSMETOLOGY AND BARBER SCHOOLS,(408) 579-9111 EXT 110
SOLANO COMMUNITY COLLEGE,CA,FAIRFIELD,SOLANO,www.solano.edu/,9251,JUNIOR COLLEGES,(707) 864-7000
FRIENDS UNIVERSITY,KS,WICHITA,SEDGWICK,www.friends.edu/,1671,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(316) 295-5000
PALLADIUM TECHNICAL ACADEMY INC,CA,TEMPLE CITY,LOS ANGELES,palladium.edu/,31,OTHER TECHNICAL AND TRADE SCHOOLS,(626) 444-0880
TEXAS HEALTH SCHOOL,TX,HOUSTON,HARRIS,ths.edu/,124,OTHER TECHNICAL AND TRADE SCHOOLS,(713) 932-9333
PAUL MITCHELL THE SCHOOL-LOGAN,UT,LOGAN,CACHE,paulmitchell.edu/logan,133,COSMETOLOGY AND BARBER SCHOOLS,(435) 752-3599
DORSEY SCHOOL OF BUSINESS,MI,MADISON HEIGHTS,OAKLAND,www.dorsey.edu/,410,BUSINESS AND SECRETARIAL SCHOOLS,(734) 285-5400
UNIVERSITY OF CENTRAL MISSOURI,MO,WARRENSBURG,JOHNSON,https://www.ucmo.edu/,9959,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(660) 543-4111
MYCOMPUTERCAREER.COM,IN,INDIANAPOLIS,MARION,www.mycomputercareer.edu/,232,OTHER TECHNICAL AND TRADE SCHOOLS,(919) 813-6266
NATIONAL PARK COLLEGE,AR,HOT SPRINGS,GARLAND,www.np.edu/,1912,JUNIOR COLLEGES,(501) 760-4222
UTICA COLLEGE,NY,UTICA,ONEIDA,https://www.utica.edu/,4613,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(315) 792-3111
VASSAR COLLEGE,NY,POUGHKEEPSIE,DUTCHESS,www.vassar.edu/,2435,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(845) 437-7000
TRINITY WASHINGTON UNIVERSITY,DC,WASHINGTON,DISTRICT OF COLUMBIA,www.trinitydc.edu/,1846,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(202) 884-9050
ALBANY TECHNICAL COLLEGE,GA,ALBANY,DOUGHERTY,www.albanytech.edu/,3022,JUNIOR COLLEGES,(229) 430-3500
WELLSPRING SCHOOL OF ALLIED HEALTH-KANSAS CITY,MO,KANSAS CITY,JACKSON,www.wellspring.edu/,173,OTHER TECHNICAL AND TRADE SCHOOLS,(816) 523-9140
TRINITY INTERNATIONAL UNIVERSITY-FLORIDA,FL,MIAMI,MIAMI-DADE,florida.tiu.edu/,172,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(954) 382-6400
LAGRANGE COLLEGE,GA,LAGRANGE,TROUP,www.lagrange.edu/,854,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(706) 880-8000
FORBES ROAD CAREER AND TECHNOLOGY CENTER,PA,MONROEVILLE,ALLEGHENY,www.forbesroad.com/,9,OTHER TECHNICAL AND TRADE SCHOOLS,(412) 373-8100
NORTH DAKOTA STATE COLLEGE OF SCIENCE,ND,WAHPETON,RICHLAND,https://www.ndscs.edu/,2829,JUNIOR COLLEGES,(701) 671-2403
INSTITUTE OF BEAUTY CAREERS,PR,ARECIBO,ARECIBO,www.ibcbelleza.com/,157,COSMETOLOGY AND BARBER SCHOOLS,(787) 878-2880
EMPIRE BEAUTY SCHOOL-BROOKLYN,NY,BROOKLYN,KINGS,www.empire.edu/,136,COSMETOLOGY AND BARBER SCHOOLS,(800) 920-4593
ORLO SCHOOL OF HAIR DESIGN AND COSMETOLOGY,NY,ALBANY,ALBANY,www.theorloschool.com/,61,COSMETOLOGY AND BARBER SCHOOLS,(518) 459-7832 EXT 101
LIA SCHORR INSTITUTE OF COSMETIC SKIN CARE TRAINING,NY,NEW YORK,NEW YORK,www.liaschorrinstitute.com/,45,COSMETOLOGY AND BARBER SCHOOLS,(212) 486-9541
